股票代號,個股名稱,投資比例(%),持有股數,Price
2337,旺宏(2337.TW),8.55,"6,741,000",159.50
2330,台積電(2330.TW),8.27,"469,000",2215.00
6515,穎崴(6515.TW),7.35,"91,000",10135.00
3037,欣興(3037.TW),6.91,"1,052,000",825.00
3105,穩懋(3105.TW),5.91,"1,486,000",499.50
3702,大聯大(3702.TW),5.80,"7,318,000",99.50
2383,台光電(2383.TW),4.08,"117,000",4375.00
3189,景碩(3189.TW),3.92,"968,000",508.00
2313,華通(2313.TW),3.62,"1,898,000",239.50
7751,竑騰(7751.TW),3.24,"150,000",2715.00
6584,南俊國際(6584.TW),1.54,"273,000",706.00
6213,聯茂(6213.TW),1.48,"732,000",253.50
4958,臻鼎-KY(4958.TW),1.19,"379,000",394.00
2368,金像電(2368.TW),1.16,"105,000",1390.00
8996,高力(8996.TW),1.14,"122,000",1175.00
1590,亞德客-KY(1590.TW),1.13,"101,000",1405.00
6805,富世達(6805.TW),1.10,"66,000",2085.00
6223,旺矽(6223.TW),1.09,"28,000",4880.00
3260,威剛(3260.TW),1.09,"282,000",484.00
3044,健鼎(3044.TW),1.08,"300,000",453.00
3533,嘉澤(3533.TW),1.08,"51,000",2670.00
2345,智邦(2345.TW),1.08,"59,000",2295.00
2308,台達電(2308.TW),1.07,"63,000",2125.00
3665,貿聯-KY(3665.TW),1.07,"51,000",2630.00
3017,奇鋐(3017.TW),1.04,"47,000",2780.00
5274,信驊(5274.TW),1.03,"8,000",16095.00
2883,凱基金(2883.TW),1.01,"5,928,000",21.30
3264,欣銓(3264.TW),0.99,"628,000",198.50
2360,致茂(2360.TW),0.99,"60,000",2065.00
1303,南亞(1303.TW),0.99,"1,393,000",
2327,國巨*(2327.TW),0.98,"378,000",326.50
1560,中砂(1560.TW),0.97,"229,000",530.00
2404,漢唐(2404.TW),0.95,"123,000",969.00
2606,裕民(2606.TW),0.94,"1,951,000",60.40
3036,文曄(3036.TW),0.87,"526,000",207.00
5289,宜鼎(5289.TW),0.57,"55,000",1305.00
7769,鴻勁(7769.TW),0.53,"13,000",5100.00
2347,聯強(2347.TW),0.53,"809,000",82.50
8046,南電(8046.TW),0.52,"70,000",932.00
6285,啟碁(6285.TW),0.51,"295,000",217.50
4749,新應材(4749.TW),0.51,"65,000",992.00
1815,富喬(1815.TW),0.51,"565,000",113.50
2027,大成鋼(2027.TW),0.50,"1,664,000",38.05
2049,上銀(2049.TW),0.50,"209,000",301.00
2610,華航(2610.TW),0.50,"3,472,000",18.05
2454,聯發科(2454.TW),0.50,"24,000",2615.00
3491,昇達科(3491.TW),0.50,"39,000",1620.00
5234,達興材料(5234.TW),0.50,"147,000",428.00
6669,緯穎(6669.TW),0.50,"13,000",4800.00
2618,長榮航(2618.TW),0.49,"1,841,000",33.35
2885,元大金(2885.TW),0.48,"1,143,000",52.20
8210,勤誠(8210.TW),0.48,"51,000",1170.00
2395,研華(2395.TW),0.47,"161,000",367.00
3023,信邦(3023.TW),0.46,"210,000",275.00
2481,強茂(2481.TW),0.45,"570,000",99.20
4904,遠傳(4904.TW),0.44,"586,000",94.40
