股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),9.99,"452,000",2410.00
6223,旺矽(6223.TW),6.48,"115,000",6090.00
2327,國巨*(2327.TW),6.08,"628,000",1140.00
2383,台光電(2383.TW),5.83,"115,000",5390.00
2454,聯發科(2454.TW),4.91,"135,000",4245.00
2344,華邦電(2344.TW),4.81,"2,548,000",207.50
6274,台燿(6274.TW),4.18,"289,000",1680.00
3037,欣興(3037.TW),3.71,"409,000",1070.00
2303,聯電(2303.TW),3.55,"2,327,000",164.50
2308,台達電(2308.TW),3.47,"196,000",1950.00
6515,穎崴(6515.TW),3.36,"45,000",8085.00
2345,智邦(2345.TW),3.22,"148,000",2495.00
5274,信驊(5274.TW),3.11,"22,000",16495.00
3017,奇鋐(3017.TW),2.72,"127,000",2525.00
4958,臻鼎-KY(4958.TW),2.52,"472,000",630.00
3189,景碩(3189.TW),2.37,"314,000",891.00
2408,南亞科(2408.TW),2.35,"557,000",452.50
3711,日月光投控(3711.TW),1.93,"331,000",680.00
6669,緯穎(6669.TW),1.79,"42,000",4635.00
2368,金像電(2368.TW),1.76,"164,000",1200.00
5536,聖暉*(5536.TW),1.70,"147,000",1290.00
3443,創意(3443.TW),1.64,"40,000",4845.00
8358,金居(8358.TW),1.59,"313,000",600.00
3264,欣銓(3264.TW),1.43,"712,000",222.00
3665,貿聯-KY(3665.TW),1.38,"79,000",1915.00
2881,富邦金(2881.TW),1.06,"884,000",129.50
2885,元大金(2885.TW),0.72,"1,184,000",65.70
2883,凱基金(2883.TW),0.67,"2,420,000",28.70
2890,永豐金(2890.TW),0.62,"1,681,000",39.90
8996,高力(8996.TW),0.60,"44,000",1550.00
2882,國泰金(2882.TW),0.57,"606,000",98.30
2891,中信金(2891.TW),0.56,"863,000",71.00
2347,聯強(2347.TW),0.43,"510,000",91.10
2472,立隆電(2472.TW),0.42,"110,000",453.50
8021,尖點(8021.TW),0.42,"86,000",574.00
6446,藥華藥(6446.TW),0.38,"32,000",1340.00
5904,寶雅(5904.TW),0.34,"57,000",667.00
3045,台灣大(3045.TW),0.34,"306,000",116.50
3481,群創(3481.TW),0.33,"526,000",68.70
6196,帆宣(6196.TW),0.33,"66,000",554.00
4904,遠傳(4904.TW),0.32,"327,000",105.00
3357,臺慶科(3357.TW),0.32,"119,000",319.00
3406,玉晶光(3406.TW),0.32,"53,000",659.00
2618,長榮航(2618.TW),0.31,"751,000",44.90
2637,慧洋-KY(2637.TW),0.31,"455,000",72.60
2412,中華電(2412.TW),0.31,"237,000",141.50
3044,健鼎(3044.TW),0.30,"65,000",518.00
6147,頎邦(6147.TW),0.27,"138,000",211.50
3008,大立光(3008.TW),0.20,"5,000",4290.00
1303,南亞(1303.TW),0.19,"136,000",166.50
