股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),8.60,"113,000",2085.00
2308,台達電(2308.TW),6.33,"94,000",1845.00
2454,聯發科(2454.TW),4.15,"60,000",1895.00
2383,台光電(2383.TW),4.06,"29,000",3835.00
6285,啟碁(6285.TW),2.84,"291,000",267.00
2360,致茂(2360.TW),2.54,"34,000",2050.00
3711,日月光投控(3711.TW),2.38,"145,000",450.50
2891,中信金(2891.TW),2.37,"1,217,000",53.40
3167,大量(3167.TW),2.35,"96,000",670.00
2882,國泰金(2882.TW),2.27,"838,000",74.20
7769,鴻勁(7769.TW),2.19,"14,000",4295.00
6669,緯穎(6669.TW),2.16,"16,000",3700.00
6223,旺矽(6223.TW),2.15,"12,000",4915.00
2345,智邦(2345.TW),2.15,"29,000",2035.00
3665,貿聯-KY(3665.TW),2.10,"24,000",2395.00
3044,健鼎(3044.TW),1.93,"129,000",410.50
2303,聯電(2303.TW),1.79,"718,000",68.30
6515,穎崴(6515.TW),1.79,"5,000",9820.00
2884,玉山金(2884.TW),1.71,"1,423,000",33.00
2603,長榮(2603.TW),1.65,"224,000",201.50
2885,元大金(2885.TW),1.62,"874,000",50.70
2368,金像電(2368.TW),1.62,"38,000",1165.00
3653,健策(3653.TW),1.60,"10,000",4380.00
2379,瑞昱(2379.TW),1.58,"80,000",540.00
3131,弘塑(3131.TW),1.54,"13,000",3255.00
3491,昇達科(3491.TW),1.53,"24,000",1750.00
2883,凱基金(2883.TW),1.51,"1,956,000",21.15
2412,中華電(2412.TW),1.44,"289,000",136.50
4904,遠傳(4904.TW),1.36,"388,000",95.80
2881,富邦金(2881.TW),1.32,"411,000",87.90
2357,華碩(2357.TW),1.27,"59,000",589.00
5871,中租-KY(5871.TW),1.23,"289,000",116.50
5347,世界(5347.TW),1.19,"246,000",132.50
2887,台新新光金(2887.TW),1.19,"1,308,000",24.95
2382,廣達(2382.TW),1.15,"99,000",318.50
3529,力旺(3529.TW),1.08,"8,000",3705.00
4991,環宇-KY(4991.TW),1.07,"49,000",600.00
5274,信驊(5274.TW),1.06,"2,000",14480.00
6187,萬潤(6187.TW),1.05,"26,000",1105.00
2886,兆豐金(2886.TW),1.03,"706,000",39.95
3034,聯詠(3034.TW),0.92,"61,000",412.00
8021,尖點(8021.TW),0.88,"68,000",355.00
2313,華通(2313.TW),0.85,"90,000",260.00
6944,兆聯實業(6944.TW),0.76,"23,000",902.00
3037,欣興(3037.TW),0.71,"30,000",645.00
2890,永豐金(2890.TW),0.64,"524,000",33.30
2467,志聖(2467.TW),0.55,"29,000",515.00
8210,勤誠(8210.TW),0.48,"13,000",1020.00
3231,緯創(3231.TW),0.46,"95,000",134.00
4938,和碩(4938.TW),0.45,"154,000",80.10
1216,統一(1216.TW),0.45,"168,000",73.00
1519,華城(1519.TW),0.45,"14,000",872.00
2912,統一超(2912.TW),0.45,"53,000",234.00
3008,大立光(3008.TW),0.41,"4,000",2820.00
3005,神基(3005.TW),0.27,"74,000",98.40
2301,光寶科(2301.TW),0.10,"17,000",161.00
1301,台塑(1301.TW),0.10,"52,000",54.50
2609,陽明(2609.TW),0.09,"46,000",51.00
2615,萬海(2615.TW),0.08,"29,000",76.90
2317,鴻海(2317.TW),0.08,"11,000",207.00
6409,旭隼(6409.TW),0.06,"2,000",792.00
