股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),6.63,"806,000",1990.00
2383,台光電(2383.TW),4.54,"323,000",3325.00
2345,智邦(2345.TW),4.01,"531,000",1820.00
6223,旺矽(6223.TW),3.73,"196,000",4545.00
6515,穎崴(6515.TW),3.62,"111,000",8560.00
3163,波若威(3163.TW),3.50,"676,000",1200.00
3017,奇鋐(3017.TW),3.45,"370,000",2200.00
3037,欣興(3037.TW),3.35,"1,277,000",626.00
穩懋,穩懋,3.28,"1,716,000",
3533,嘉澤(3533.TW),3.20,"343,000",2250.00
8996,高力(8996.TW),3.06,"715,000",1095.00
6442,光聖(6442.TW),2.97,"310,000",2230.00
8299,群聯(8299.TW),2.96,"434,000",1720.00
2360,致茂(2360.TW),2.72,"370,000",1880.00
2059,川湖(2059.TW),2.64,"191,000",3335.00
7769,鴻勁(7769.TW),2.45,"142,000",4100.00
8046,南電(8046.TW),2.35,"858,000",655.00
竑騰,竑騰,2.34,"285,000",
6669,緯穎(6669.TW),2.18,"146,000",3645.00
2408,南亞科(2408.TW),2.15,"2,432,000",225.50
精測,精測,2.04,"142,000",
8358,金居(8358.TW),1.94,"1,728,000",287.00
4749,新應材(4749.TW),1.93,"526,000",919.00
聯亞,聯亞,1.76,"185,000",
3653,健策(3653.TW),1.70,"100,000",4045.00
6805,富世達(6805.TW),1.68,"219,000",1765.00
5274,信驊(5274.TW),1.50,"29,000",12180.00
6584,南俊國際(6584.TW),1.46,"566,000",650.00
5347,世界(5347.TW),1.21,"2,277,000",125.50
環宇-KY,環宇-KY,1.16,"511,000",
3131,弘塑(3131.TW),1.13,"87,000",3485.00
2368,金像電(2368.TW),1.02,"227,000",1055.00
2308,台達電(2308.TW),0.96,"135,000",1740.00
2486,一詮(2486.TW),0.94,"1,230,000",194.00
3665,貿聯-KY(3665.TW),0.91,"100,000",2225.00
文曄,文曄,0.88,"947,000",
3529,力旺(3529.TW),0.81,"67,000",3160.00
6531,愛普*(6531.TW),0.78,"367,000",567.00
6274,台燿(6274.TW),0.76,"230,000",801.00
8021,尖點(8021.TW),0.74,"569,920",349.00
3661,世芯-KY(3661.TW),0.73,"59,000",3090.00
3443,創意(3443.TW),0.72,"66,000",2775.00
3189,景碩(3189.TW),0.72,"457,013",366.50
昇達科,昇達科,0.53,"71,000",
5289,宜鼎(5289.TW),0.43,"90,000",1135.00
旺宏,旺宏,0.40,"671,000",
3324,雙鴻(3324.TW),0.38,"93,000",940.00
日月光投控,日月光投控,0.38,"236,000",
3260,威剛(3260.TW),0.35,"231,000",365.50
6781,AES-KY(6781.TW),0.27,"67,000",987.00
2344,華邦電(2344.TW),0.26,"663,000",94.40
