股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),10.26,"179,000",2400.00
2454,聯發科(2454.TW),6.81,"75,000",3735.00
2383,台光電(2383.TW),6.68,"51,000",5595.00
2327,國巨*(2327.TW),5.98,"450,000",544.00
4958,臻鼎-KY(4958.TW),5.91,"562,000",444.00
2308,台達電(2308.TW),4.82,"115,000",1710.00
2472,立隆電(2472.TW),3.36,"633,000",218.00
3443,創意(3443.TW),2.85,"22,000",5570.00
6278,台表科(6278.TW),2.63,"608,000",181.50
8046,南電(8046.TW),2.60,"95,000",1160.00
6223,旺矽(6223.TW),2.55,"19,000",5600.00
3037,欣興(3037.TW),2.54,"98,000",1095.00
3653,健策(3653.TW),2.49,"20,000",5205.00
小型臺指期貨,小型臺指期貨,2.43,-45,
2344,華邦電(2344.TW),2.29,"537,000",179.00
6239,力成(6239.TW),2.15,"331,000",273.50
2408,南亞科(2408.TW),2.06,"170,000",510.00
6415,矽力*-KY(6415.TW),1.69,"156,000",451.50
3661,世芯-KY(3661.TW),1.62,"18,000",3865.00
3189,景碩(3189.TW),1.61,"84,000",835.00
3042,晶技(3042.TW),1.59,"371,000",185.00
6831,邁科(6831.TW),1.59,"120,000",562.00
8996,高力(8996.TW),1.55,"56,000",1215.00
1303,南亞(1303.TW),1.48,"341,000",188.50
3363,上詮(3363.TW),1.41,"103,000",623.00
2345,智邦(2345.TW),1.35,"27,000",2030.00
8021,尖點(8021.TW),1.35,"144,000",404.00
2360,致茂(2360.TW),1.25,"25,000",1965.00
3693,營邦(3693.TW),1.21,"94,000",553.00
8210,勤誠(8210.TW),1.05,"45,000",965.00
6274,台燿(6274.TW),0.84,"24,000",1485.00
3017,奇鋐(3017.TW),0.76,"11,000",2950.00
5269,祥碩(5269.TW),0.74,"22,000",1415.00
3711,日月光投控(3711.TW),0.50,"35,000",591.00
7751,竑騰(7751.TW),0.44,"11,000",1810.00
6182,合晶(6182.TW),0.42,"157,000",108.00
4583,台灣精銳(4583.TW),0.34,"30,000",458.00
2467,志聖(2467.TW),0.32,"25,000",535.00
2368,金像電(2368.TW),0.32,"14,000",971.00
3131,弘塑(3131.TW),0.28,"5,000",2260.00
6830,汎銓(6830.TW),0.27,"25,000",491.00
6770,力積電(6770.TW),0.22,"127,000",69.00
6526,達發(6526.TW),0.17,"12,000",578.00
3665,貿聯-KY(3665.TW),0.15,"3,000",2075.00
1802,台玻(1802.TW),0.12,"90,000",58.00
6531,愛普*(6531.TW),0.10,"5,000",876.00
4749,新應材(4749.TW),0.09,"5,086",760.00
3533,嘉澤(3533.TW),0.08,"2,000",1605.00
6213,聯茂(6213.TW),0.07,"6,000",530.00
2881,富邦金(2881.TW),0.06,"20,000",141.50
2882,國泰金(2882.TW),0.06,"25,000",103.00
2317,鴻海(2317.TW),0.05,"9,000",243.00
2382,廣達(2382.TW),0.05,"6,000",328.50
2449,京元電子(2449.TW),0.04,"6,300",239.50
